CONTENTID,CONTENTTYPEID,ADDR1,FIRSTIMAGE,OVERVIEW,TITLE,HOMEPAGE,ZIPCODE,TELNO
126469,12,제주특별자치도 서귀포시 영실로 246,,"제주 한라산은 자연휴식년제를 실시 중인 돈내코 코스를 제외한 다섯 개의 탐방코스가 있다. 관음사, 어리목, 영실, 성판악을 기점으로 하는 코스와 어리목 부근의 기생화산인 어승생악 코스가 있다. 한라산 최고의 가을 단풍코스로는 단연 영실코스를 들 수 있다. <br><br>한라산 서측 99번 국도를 따라가면 어리목 입구를 지나 1100고지 휴게소를 넘어서 약 4km쯤 내려가면 영실입구 삼거리에 도착한다. 삼거리에서 매표소까지는 약 3km 거리. 매표소에서 영실휴게소까지는 다시 30~40분 정도 걸어 올라가야 한다. 영실 탐방코스(영실∼윗세오름)는 3.7km로 대략 1시간 40분 정도 소요된다. 영실휴게소를 출발하여 1km 남짓 비교적 완만한 길로 힘들이지 않고, 주변 수목과 영실 계곡 단풍을 즐기며 쉬엄쉬엄 오를 수 있다. <br>본격적으로 들쭉날쭉한 기암괴석이 시야에 들어오기 시작하는 오르막길로 접어들면 가파른 산길이 능선을 따라 이어진다. 등산로 아래로 깊게 팬 영실 계곡과 주변을 둘러친 웅장한 거벽은 아마도 이곳이 과거의 거대한 화산분출구가 아니었나 짐작케 한다. 
 병풍바위를 지나면서부터는 다시금 평탄한 산길이 나타나고 휘파람을 불며 거닐만큼 편안한 등산로가 윗세오름휴게소까지 이어진다.
 <br><br>한라산 영실의 첫번째 매력은 영주십경(瀛州十景)의 하나인 영실기암을 들수 있다. 해발 1,400∼1,600m 지점의 거대한 계곡 우측에 천태만상의 기암 괴석들이 즐비하게 하늘을 찌를 듯 솟아 있다. 옛부터 '오백나한', 또는 '오백장군' 이라 불리우기도 하는 영실기암은 깊어가는 한라산 단풍을 배경으로 가을 한라산의 진수를 펼쳐보인다. 
 병풍 바위에서 불어오는 산바람에 잠시 숨을 돌리고 땀을 식힌 다음, 내친 걸음에 윗세오름까지, 마치 광활한 활주로에 멀리 떡하니 버티고 있는 듯한 한라산 화구벽은 영실 가을산행의 또 다른 매력으로 다가온다. 여유가 있다면 윗세오름에서 북쪽 하산길로 접어 들어 봄철
 철쭉으로 유명한 만세동산, 사제비 동산을 지나 약수 한모금 들이키고 이어지는 어리목으로의 하산을(1시간 40분소요) 권할 수 있다.
 모름지기 국토 최남단의 영산 한라산의 더할나위 없는 가을단풍 산행의 진수라 할 수 있다.
 <br>",한라산 영실,"한라산국립공원 <a href=""http://www.hallasan.go.kr"" target=""_blank"" title=""한라산국립공원 사이트로 이동"">http://www.hallasan.go.kr</a>",63554,064-713-9950~3
802844,12,제주특별자치도 제주시 516로 2596,http://tong.visitkorea.or.kr/cms/resource/25/1938325_image2_1.jpg,"한라생태숲은 산림청 소유 국유지 196ha에 달하며 5.16도로변 해발 600고지 일대이다. 이 생태숲은 1970년대 초부터 1995년까지 개인에게 대부돼 마소의 방목지로 사용했던 곳이다. 제주 식물의 보고에 걸맞는 산림생물 난대, 온대, 한대 식물 등 다양한 식물상을 조화롭게 설계하여 333종 288천 그루를 식재 생태복원 시켰으며, 곶자왈지대, 천연림 지역을 유전자원 보전지역으로 관리해 나갈 계획이다. 생태로, 전망대, 양묘하우스, 테마별 산책로, 유전자보존 조직배양실 등 기반시설과 단풍나무숲, 벚나무숲, 구상나무숲, 참꽃나무숲 등 13개의 테마숲, 생태숲 전체의 축소판인 암석원이 중앙에 조성되어 숲다운 숲의 면모를 보여주고 있다.<br>",한라생태숲,"한라생태숲 <a href=""http://hallaecoforest.jeju.go.kr/"" target=""_blank"" title=""한라생태숲 사이트로 이동"">http://hallaecoforest.jeju.go.kr</a>",63312,
127514,12,제주특별자치도 제주시 수목원길 72,http://tong.visitkorea.or.kr/cms/resource/37/1205437_image2_1.jpg,"제주시 연동 1100 도로변 광이오름 기슭에 위치한 한라수목원은 제주도 자생수종과 아열대식물 등 약 909종의 식물이 식재, 전시되어있는 수목원으로 학생 및 전문인들을 위한 교육과 연구의 장 역할을 하고 있으며, 테마관광지로도 사랑받고 있다. 특히 환경부는 최근 이곳을 멸종위기 보호야생식물의 &lt;서식지의 보전기관&gt;으로 지정했다. 환경부가 멸종 위기 식물로 지정한 나도풍란, 한란과 파초일엽, 갯대추 등 보호 대상 식물 2,722그루를 보유하고 있다.<br />
 제주도 자생식물의 유전자원 보존 및 학습·연구의 장을 제공하고  도·시민에게 휴식 공간 제공 및 관광자원으로 활용하고 있다.
<br>
  <br>",한라수목원,"한라수목원 <a href=""http://sumokwon.jeju.go.kr/"" target=""_blank"" title=""한라수목원 사이트로 이동"">http://sumokwon.jeju.go.kr</a>",63143,"064-710-7575, 746-4423"
655015,39,제주특별자치도 제주시 광양9길 19,http://tong.visitkorea.or.kr/cms/resource/08/1937208_image2_1.jpg,"제주시 이도2동에 위치한 한라식당은 제주시에서 지정한 균형잡힌 식단을 제공하는 식단개선 시범업소이다. 한라식당은 질 좋고 맛좋은 갈치국을 비롯하여 각종 물회, 조림, 구이를 제공한다.<br>",한라식당,,63208,064-758-8301
404187,39,제주특별자치도 서귀포시 성산읍 일출로 287,http://tong.visitkorea.or.kr/cms/resource/34/401534_image2_1.jpg,"한성식당은 하얀 건물에 푸른색 간판을 올려 눈에 쉽게 띄는 식당이다. 
이곳의 메뉴는 다금바리 회에서 오징어볶음까지 제주도 바다에서 나는 모든 재료를 다루고 있는데 제일 인기있는 메뉴는 갈치스페셜이다. 성산항에서 당일 들여오는 싱싱한 제주 은갈치의 다양한 맛을 보려면 한성식당의 갈치 스페셜을 먹어봐야 한다. 갈치 스페셜은 갈치구이와 조림, 그리고 제주에서만 맛볼 수 있는 갈치회와 갈치국을 세트로 하여 제공된다. 갈치스페셜 외에도 다양하고 싱싱한 해산물 메뉴들을 제공한다.
<br>",한성식당,,63643,064-782-4646
930345,12,제주특별자치도 제주시 한림읍 한림해안로 623-6,,"한수풀 해녀학교는 해녀들의 고령화와 어족자원의 고갈, 작업여건의 어려움으로 점차 사라져가는 해녀문화를 젊은 세대에 전수하자는 취지에서 주민자치 특성화 사업으로 2007년도부터 시작하여 한림읍 귀덕2리 잠수회 소속해녀들이 강사가 되어 일반인을 대상으로 해녀양성교육을 실시하고 있다. 올해는 제2기 한수풀 해녀학교를 개강하여 5월에는 유영훈련, 6월에는 잠수법 및 호흡법을 훈련하였고, 7월에는 해산물 채취훈련, 8월에는 종합훈련과 졸업식을 개최할 계획이다.<br>",한수풀 해녀학교,"제주한수풀해녀학교 <a href=""http://cafe.naver.com/jejuhaenyeoschooll"" target=""_blank"" title=""새창: 제주한수풀해녀학교 공식 카페로 이동"">hthttp://cafe.naver.com/jejuhaenyeoschooll</a>",63024,064-728-7616
138195,32,제주특별자치도 제주시 명림로 575-107,http://tong.visitkorea.or.kr/cms/resource/99/1180899_image2_1.jpg,"한화호텔앤드리조트는 1979년  콘도미니엄 건설을 통하여 레저산업에 첫발을 디딘 이후 현재 전국에서 가장 많은 직영 콘도 체인 및 골프장을 운영하고 있으며, 다양한 범주의 푸드 서비스를 고객에게 제공하고 있다. 

2009년 프라자호텔과 63시티 식음/문화부문을 한 가족으로 맞이한 한화호텔앤드리조트는 국내 최고 프리미엄 종합 레저/서비스 기업으로의 도약을 꿈꾸고 있다.

한화호텔앤드리조트는 현재의 상황에 만족하지 않고 급속한 레저 환경 변화에 대응하며, 21세기 건전한 여가 생활문화 창조를 위하여 미래지향적 가치관, 다양한 레저시설 및 풍부한 운영 노하우를 기반으로 기존 사업영역의 확대 및 신규 사업을 추진하여 질적/양적 측면에서 명실상부한 국내의 국민레저기업으로서의 입지를 확고히 하고 있다.

제주한화리조트는 43평화공원, 노루생태관찰원 맞은편에 있는 콘도미니엄으로 주변에 절물자연휴양림 등 볼거리가 많고 가을이면 특히 리조트 주변의 억새밭이 아름답다.

부대시설로는 수산품점, 토산품점, 오락실, 여행정보 안내데스크, 슈퍼마켓, 렌터카샵, 대중골프장, 파크골프장, 테라피센터 등이 마련되어 있다. 

넉넉한 여유를 느낄 수 있는 객실에는 다양한 최신 설비를 갖추고 있으며, 고객을 한 번 더 생각하는 서비스를 통해 편안하게 머무를 수 있도록 모든 편의를 제공하고 있다.<br>",한화리조트 / 제주,,63330,064-725-9000
126451,12,제주특별자치도 제주시 서흘길,http://tong.visitkorea.or.kr/cms/resource/63/218863_image2_1.jpg,"매혹적인 비취빛 산호바다, ‘카약’타고 노닐다<br />
 제주 시외버스터미날에서 동쪽 약 14km 지점에 있으며, 동회선일주도로(12번국도)변에 위치해 있어 교통이 매우 편리하다.
 백사장의 길이는 900m, 너비 120m, 평균 수심 1.2m, 경사도는 5도로 수심이 아주 얕고 경사가 완만하여 한참을 들어가도 바닷물이 허리춤까지 밖에 안되기 때문에 아이들과 함께 해수욕을 하기에 적합하며, 바다가 얕아지면서 형성된 하얀 패사층은 마치 산호 바다와 같이 맑은 바닷물을 더욱더 빛나게 만든다. 하얗게 눈부신 모래밭과 맑은 에메랄드빛 바다, 그리고
 검은 현무암 위에 가로 놓여진 아치형 구름다리, 빨간 등대 등이 한데 어울려 아름다운 풍광을 연출한다.<br /> 
 함덕해수욕장은 특이하게도 백사장 한가운데가 튀어 나와 마치 하트의 형상을 띄고 있기 때문에 동서의 어느 쪽에서 바람이 불어도 반대쪽 바다는 잔잔하기 때문에 항시 카약을 즐기기에 안성맞춤인 국내의 유일한 해수욕장이다.           
 해수욕장 동쪽 2km 거리에는 북촌낚시터가 있으며, 함덕리에는 수박단지가 있다.
 <br>",함덕 서우봉 해변,"제주 문화관광 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""새창 : 제주 문화관광 사이트로 이동"">http://www.jejutour.go.kr</a>",63314,064-783-6003
1882595,32,제주특별자치도 제주시 조천읍 조함해안로 488,,"제주도 제주시 조천읍에 위치한 함덕삼다펜션은 콘도형민박펜션으로 10평형, 12평형, 15평형, 20평형 등 다양한 객실 유형이 있다.<br>",함덕삼다펜션,,63333,064-782-1700
1420586,39,제주특별자치도 제주시 탑동로 33,," 제주시 삼도2동에 위치하고 있는 해녀횟집은 해녀들이 해산물을 직접 따서 요리함으로 해산물이 싱싱하며 1급 요리사 면허를 가지고 있는 주방장이 직접 주방에서 손님의 즐거운 식사를 위해 최선을 다하고 있다. <br />회를 주문하면 파전, 소라, 연두부, 야채 등 여러 가지 서비스가 제공된다. <br />
인근 자연경관 또한 뛰어나다.<br>",해녀횟집,,63166,064-722-3265
733924,32,제주특별자치도 서귀포시 성산읍 한도로 137,http://tong.visitkorea.or.kr/cms/resource/50/733350_image2_1.jpg,"모든 객실에서 탐라 제일경인 성산 일출봉이 보이는 해 뜨는 집은 넓은 주차장을 겸비한 숙소이다. 가깝게 우도가 자리 잡고 있고, 성산일출봉을 등에 지고 오조리 바닷가에서 색다른 방법으로 맛조개, 어패류 등을 직접 잡을 수 있고 아이들의 좋은 자연학습지이기도 하다. 그래서 가족들과 함께 조개잡이를 나선 도민들과 관광객들로 항상 붐비는 곳이다. 펜션에서 조개 잡는 도구를 일체 빌려주기도 한다. 이곳에서는 또한 성산에서 세화 간 사이의 다양한 볼거리와 쉼터 그리고 체험을 동시에 즐길 수 있는 환상적이 드라이브 코스를 알려준다. 객실은 호텔형과 일반형의 구조로 되어 있다. 침대방과 온돌방 중 선택할 수 있으며, 바다가 한눈에 들어오는 통유리 창을 설치하여 일출과 일몰을 객실에서 모두 볼 수 있다. 창문만 열면 답답했던 마음을 탁 트이게 할 수 있는 제주도 바닷바람이 객실로 들어와 상쾌한 마음을 느끼게 해준다. 

<br>",해뜨는집 펜션,,63639,064-784-8812
1984748,39,제주특별자치도 제주시 조천읍 비자림로 661,http://tong.visitkorea.or.kr/cms/resource/08/1938008_image2_1.jpg,"[제주시 조천읍 교래리에 위치한 토종닭 전문점 해락원]<br/>
해락원은 에코랜드 테마파크 인근에 있는 토종닭 전문 음식점이다. 메뉴로는 토종닭전골, 토종닭옻전골,토종닭백숙, 토종닭볶음탕, 흑돼지오겹을 제공하며, 사리를 추가하여 맛볼 수 있다.",해락원,,63346,064-784-3378
664371,39,제주특별자치도 서귀포시 표선면 민속해안로 578-2,http://tong.visitkorea.or.kr/cms/resource/11/1937211_image2_1.jpg,"제주 해비치호텔 후문 앞에 위치한 해미원 식당은 싱싱한 제주 자연산 활어를 재료로 하는 일식집이다. 회를 주문하면 다양한 밑반찬들이 푸짐하게 나온다. 각종 싱싱한 회뿐만 아니라 맛있는 조림, 식사 등도 즐길 수 있다.<br>",해미원,,63629,064-787-3311
2469473,12,제주특별자치도 제주시 구좌읍 행원로13길 67,http://tong.visitkorea.or.kr/cms/resource/73/2465873_image2_1.jpg,"<strong>작지만 흥미로운 천연 화장품의 세계! </strong><br />
제주자연에서 찾은 원료로 만든 브랜드 제주이야기는 천연 식품, 화장품, 유아화장품 등을 생산하는 민간기업이다. 끊임없이 건강한 화장품을 생산하기 위해 연구하고 있으며 카페 제주이야기에서 나만의 천연 화장품, 웰빙제품, 청정 먹거리를 직접 만들어 볼 수 있고, 천연 화장품 제조공정 및 연구소 등을 견학할 수 있다.<br>",㈜제주사랑 농수산,"㈜제주사랑 농수산 <a title=""새창:㈜제주사랑 농수산 홈페이지로 이동"" href=""http://www.jeju-love.com"" target=""_blank"">www.jeju-love.com</a>",63358,
2469469,12,제주특별자치도 서귀포시 남원읍,http://tong.visitkorea.or.kr/cms/resource/57/2465657_image2_1.jpg,"<strong>초콜릿 만들어지는 꿈의 공장 견학! </strong><br />
제주향토기업 ㈜제주오렌지는 제주 초콜릿, 하르방 초콜릿, 크런치 초콜릿, 비타 C, 러브초코 등을 생산, 판매하고 있다. 드림팩토리는 제주도 여행객이라면 한번쯤은 구매하는 생산 제품의 전시 홍보, 판매뿐만 아니라 제조공정을 관광객들에게 개방하고 있다.  관람하고 싶은 여행객은 365일 언제든 크런치 라인, 원료탱크, 포장자동화라인, 비타민제조실 등을 관람할 수 있다.<br>",㈜제주오렌지 드림팩토리,"㈜제주오렌지 드림팩토리 <a title=""새창 : ㈜제주오렌지 드림팩토리 홈페이지로 이동"" href=""http://www.orangejeju.co.kr/"" target=""_blank"">http://www.orangejeju.co.kr/</a>",63614,
1896032,32,제주특별자치도 서귀포시 법환하로9번길 10,,"제주도 서귀포시에 위치한 가름게스트하우스. 여행자들과 즐거움을 함께 하고, 정보를 교환하며, 지친 몸을 달래는 따뜻한 쉼터로서 제주 여행의 베이스캠프가 되고자 한다. 더블룸, 트윈룸, 4인실 및 6인실 도미토리 등 다양한 객실을 갖추고 있으며 직장 동료, 친구나 가족은 물론 혼자서도 망설임 없이 찾을 수 있는 곳이다. 더욱이 전 객실에 개별 실내 화장실을 갖추고 있어 편안히 이용할 수 있다.
<br />
서귀포 시외버스터미널과 월드컵 경기장 근처로 한라산, 중문, 성산일출봉, 공항 등 제주 어디든 쉽게 이동할 수 있고 무료로 간단한 조식이 제공되며 무거운 짐도 부담 없이 맡길 수 있다. 특히 제주 올레길 7코스를 품고 있으며 올레코스에 대한 자세한 안내도 받을 수 있다.
 
<br>",가름게스트하우스,,63573,064-739-4499
1884191,12,제주특별자치도 제주시 한경면 청수서5길 63,,"한경면 수룽이마을(산양리 수룡동) 뒷산으로 마을 남동쪽 약 500m지점에 위치한 오름이다. 수룡동 마을안길로 들어가면 쉽게 오를 수 있다. 주봉인 남쪽봉우리를 중심으로 북쪽으로 뻗은 등성마루에는 언덕같은 봉우리가 솟아 있고, 완만한 동사면은 북동쪽으로 말굽형 화구를 이루며 얕고 넓게 벌어져 있으며 붉은 송이로 이루어져 있다. 해송과 잡목이 어우러져 숲을 이루고 있으며, 풀밭에는 술패렝이꽃이 여기저기 보인다.이 오름에는 일본강점기&nbsp;때 일본군이 주둔했던 곳으로, 지금도 인공적으로 파인 수직굴이 여러개 산재해 있다.<br /><br />- 오름명의 유래, 어원 : 오름산모양이 가마솥을 엎어 놓은 모양과 같이 생겼다하여 가마오름이라 부르고 있으나, 학자들의 어원적 해석에 의하면 '가마'는 '감'에서 나온 것이고, '감'은 북방어로 神(신) 또는 신성하고 거룩하다는 뜻으로 해석하고 있다. 즉, 가마오름은 신령스러운 산이라는 뜻으로 풀이하고 있다.<br />(* 표고(m): 140.5 / 비고(m): 51 / 둘레(m): 2059  / 면적(m): 154486 / 저경(m): 646 ) <br>",가마오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63006,
1884202,12,제주특별자치도 제주시 한경면 청수로 13-3,http://tong.visitkorea.or.kr/cms/resource/01/1884201_image2_1.jpg,"저지오름 남서쪽 기슭 자락 도로변에 가마솥 모양으로 패여 있는 원형분화구를 품고 있는 자그마한 오름으로, 마을에서는 분화구가 솥바닥처럼 생겼다 하여 가메창이라 부르고 있다. 한경면 저지리 저청초등학교 사거리에서 수동 방향으로 조금 가면 도로 우측에 위치해 있어, 해송이 있는 언덕 위로 몇발자국만 오르면 분화구를 볼 수 있다. 분화구는 둘레가 약 300m, 깊이가 16m 정도로 외륜의 사면경사인 비고(6m)보다 더 깊이 패여있는 형태이다. 오름은 잔디밭 등성이로 곱게 둘러져 있고, 오름옆에 있는 외딴 민가로 들어가는 돌담을 넘는 순간 고운 잔디밭과 듬성듬성한 해송 사이로 움푹패인 굼부리에 놀라지 않을 수 없다. 분화구 바닥은 화구원과 사면사이에 돌담을 둘러 그 안에는 농경지로 이용되고 있다.<br>",가메창(암메),"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63006,064-728-2742
1884505,12,제주특별자치도 서귀포시 표선면 가시리 산158-2,,"남조로변 붉은오름과 도로를 사이에 두고 마주한 오름으로, 구두리오름, 쳇망오름과 이웃해 있다. 오름은 남서쪽으로 침식되어 얕게 벌어진 말굽형 화구를 이루고 있다. 오름 중턱까지는 해송, 삼나무가 조림되어 숲을 이루고, 그 위로는 낙엽수림이 우거진 가운데 새우난이 군락을 이루고 있다.<br />
- 오름명의 유래 : 숲이 우거져 검게 보인다고 해서 가문이오름이라 하고, 한자표기화에 따라 黑岳(흑악)이라 하며, 거문오름이라 부르기도 한다.<br>",가문이오름(감은이오름),"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63623,
1865946,39,제주특별자치도 서귀포시 인정오름로86번길 3,,가산토방 펜션과 같이 운영되고 있는 제주 향토음식점이다. 흑돼지 오겹살의 맛과 풍경을 즐기면서 식사가 가능하다. 갈치조림과 옥돔구이도 메뉴로 하고 있다. <br>,가산토방 식당,,63580,064-732-2095
1884521,12,제주특별자치도 제주시 오라삼동,,"오라동 연미마을 북서쪽(제주 MBC 사옥 동쪽)에 가로누운 자그마한 화구없는 원추형 화산체로서, 남북으로 긴 등성이에 해송이 우거져 숲을 이루고 있다. 풍수설에 의하면 이 오름 남쪽에 있는 민오름이 개의 형국이고, 그 밑에 있는 이 오름은 어미개에 딸린 새끼개(강아지)의 형국이라는 데서 개새끼오름이라 부르고 있으며, 어미개와 개새끼(강아지)가 어울린 모습에 개의 젖가슴을 상징하는 지세라하여 북서쪽 오름자락은 예로부터 길지로서 명당으로 꼽혀 온 곳이라 한다.<br />
(표고(m): 115 비고(m): 20 둘레(m): 490 면적(m): 17198 저경(m): 167) <br />
* 동일명칭 : 가삭봉, 가사끼오름, 개새끼오름, 加沙峰<br>",가새기오름,"제주 놀멍쉬멍 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""제주 놀멍쉬멍 홈페이지로 이동"">http://www.jejutour.go.kr</a>",63145,064-740-6001
1885746,12,제주특별자치도 서귀포시 표선면 녹산로 554,,"세화리 쪽에서 보면 사다리꼴 모양이고, 토산리 쪽에서 보면 숲이 우거진 가운데 여자의 젖무덤 같이 봉긋하게 두 봉우리가 어우러져 판이한 양상을 보여준다. 북봉과 남봉사이에는 얕게 골이 패이고, 서쪽으로 침식된 말굽형 화구를 이루고 있으며, 화구안부 중턱에는 오름에서 흘러나오는 샘이 있는데, 예전에 식수로 이용된 듯 돌과 콘크리트로 벽이 둘러져 있고, 그 밑으로 우마용으로 쓰였듯이 보이는 못이 만들어져 있다. 화구가 터진 방향인 오름 서쪽에는 5개의 암설류 봉우리가 있는데, 마을에서는 이들을 각각 염통오름, 달모루(월지봉), 족은염통, 숨골왓, 진동산 등으로 부르고 있다.<br />
오름 전사면은 해송이 주종을 이루면서 숲을 이루고 있고, 화구안부에는 잡목과 가시덤불 등으로 우거져 있다. 오름 정상부에 이동통신 기지국이 설치되어 있다. 산봉우리가 두갈래로 갈라진 것이 마치 가세(가위의 제주방언) 처럼 생겼다는데서 가세오름이라고 한다고 하고, 풍수지리설에 의한 가사장삼형(袈娑長衫形)에서 가사봉(袈娑峰)이라 했던 것이 가세오름이 되었다고 풀이하기도 한다. 옛지도와 묘비에는 가사악(可沙岳), 가사봉(可沙峰) 등으로 표기되어 있다.<br />
(표고 : 200.5m 비고 : 101m 둘레 : 2,365m 면적 : 373,099㎡ 저경 : 771m)<br>",가세오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63622,
1866904,39,제주특별자치도 서귀포시 표선면 가시로565번길 22,,가시식당은 가시리산 돼지고기를 사용하고 있어 품질 좋은 고기만을 엄선하여 취급하고 있다. <br>,가시식당,,63623,064-787-1035
1885754,12,제주특별자치도 서귀포시 대정읍 하모이삼로21번길 7,,"일주도로의 대정읍 일과리에서 동일리 가는 길로 약 1km쯤 들어가면 도로좌측에 우뚝 서있는 오름으로, 예전에 이 오름에 가시나무(물참나무)가 많았다하여 가시오름이라고 부르고 있다. 모슬포지역은 오름이 그리 많지 않고 해안지역의 단구지형과 평야지대로 이어져 있어 오름의 식별이 용이하며, 주민들은 밭농사를 주로 하고 있고, 보롬이오름과 같은 일부오름들은 침식과 매몰에 의해 원래 오름의 일부분(봉우리)만 남아있는 형태를 보여주는 곳도 있다. 오름의 동남쪽사면은 다소 가파르고, 서북쪽사면은 대체로 완만한 사면을 이루면서 남서쪽으로 벌어진 말굽형 화구를 이루고 있으며, 정상부까지 농로가 나 있다. 전사면에 해송이 주종을 이루면서 잡목과 함께 숲이 우거지고 그 사이에 예덕나무, 보리수나무등이 식생하며, 일부사면에는 중턱까지 경작지가 조성되어 있다.<br />
(* 표고(m): 106.5 / 비고(m): 77 / 둘레(m): 1874 / 면적(m): 263863 / 저경(m): 676) <br>",가시오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63507,
1866951,39,제주특별자치도 서귀포시 신서로122번길 74,,"집에서 조리하는 음식 그대로 손님상에 올린다. 서귀포 신시가지 서귀포시청 제2청사 뒤편에 있어 공무원과 직장인을 상대로 가정식으로 상차림을 한다. 특히 점심시간에 손님들이 많이 몰리는 음식점이다. 음식점의 공개된 주방은 정갈함을 더해 오시는 손님들에게 믿음 감을 주고 있다. 국내산 돼지고기, 쌀, 김치 등을 사용하고 있으며 주인장이 직접 장을 보기 때문에 더욱 저렴한 가격으로 손님을 맞고 있다.<br>",가정식당,,63565,064-739-7272
126446,12,제주특별자치도 서귀포시 대정읍 가파로 73,http://tong.visitkorea.or.kr/cms/resource/18/1999118_image2_1.jpg,"대정읍 모슬포에서 남쪽으로 5.5㎞ 떨어져 있는 섬으로 모슬포와 마라도의 중간지점에 위치하고 있다. 면적은 0.84㎢로 마라도보다 약 2.5배 더 크다.
 19세기 중엽부터 사람이 살기 시작한 이 섬의 주민들은, 주로 어업에 종사하며 살고 있다.
 주변 바다는 파도가 거칠어서 가끔 파선하는 일이 있는데 1653년 네덜란드의 선박 
 스펠웰호의 가파도 표착은 널리 알려진 사건이다. 그 배에 승선하고  있던 헨드릭 
 하멜은 고국으로 돌아간 뒤에 '난선 제주도 난파기와 조선 국기'를 저술하여 서양에서는 처음으로 우리나라를 소개했다.
 현재 서귀포시 안덕면 사계리 산방산 아래의 용머리해안 입구에는 ""하멜의 표착기념비""가 있다.<br /><br />&gt;&gt; 
<a href=""http://korean.visitkorea.or.kr/kor/inut/where/festival/festival.jsp?cid=712175"" target=""_blank"">가파도청보리축제 2016</a><br>",가파도,"제주 문화관광 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""새창: 제주시 문화관광 홈페이지로 이동"">http://www.jejutour.go.kr</a>",63514,
1887368,12,제주특별자치도 서귀포시 호근동,,"조면암질의 용암원정구로 된 바위산으로 험한 산세를 보이며, 제지기오름, 섶섬, 문섬, 범섬과 연결되는 제주도 남부해안의 용암원정구대를 이루고 있다. 북사면은 완만한 구릉으로 이어진 데에 반해, 남사면은 세가닥 등성마루가 뻗어내리고, 이 등성마루는 중앙에 바위로 이루어진 주봉을 중심으로 좌, 우 양쪽에 하나는 남동향, 다른 하나는 남서향으로 마치 학이 양날개를 펼친 듯이 뻗쳐 있어, 학이 날개를 펴고 날아와 앉은 모양이라 하여 일명 학수바위(鶴首岩)라고도 한다. <br />
오름 주변지역은 감귤원이 조성되어 있고, 남쪽기슭에 영산사라는 절이 있으며 절 뒤편으로 작은 비탈길이 산위까지 나 있다. 비교적 자연림이 잘 보호되어 있어 교목층에는 수고 15m 정도가 되는 구실잣밤나무가 주종을 이루면서 참식나무, 참가시나무, 붉가시나무 등 전형적인 난대림을 대표할 수 있는 상록활엽수가 울창하게 식생하고 있으며, 관목층에는 수고 3m 내외의 사스레피나무와 모새나무, 돈나무 등이 분포하고 있다. 초본층에는 겨울딸기, 자금우, 백량금 등이 집단화 되어 있으며 족제비고사리, 좀고사리 등 난대성 식물들이 다양하게 자라고 있다. <br /> <br /> 각시바우오름은 각수바우오름이라고도 하며 줄여서 각시바우, 각수바우 또는 학수바우라고 부른다. 각시바우는 한자로 角氏岩(각씨암), 氏岩(씨암), 妻岩(처암) 등으로 표기돼 있으며 한 여인의 애통한 사연이 서린 이름이다. 각시바위라는 이름은 한 각시가 떨어져 죽은 바위라는 데서 붙인 것이라고 한다. 이에 따라 오름에 얽힌 열녀바위 전설이 전해지고 있다. 각수바우는 각수악(角秀岳) 또는 각수암(角秀岩, 角首岩) 등으로 표기되며 바위 모양이 쇠뿔같이 생겨서 뿔 돋은 머리라 하여 붙여진 이름이라고도 한다. 학수바우(鶴首岩)란 이름은 아마도 풍수지리에서 나온 것으로 학이 날개를 펴고 날아와 앉은 자세라는 것이다. 정상부는 서귀포 앞바다를 전망할 수 있고, 주변의 좋은 경치로 인해 예로부터 선비들이 풍류를 즐겼던 곳이라고 한다.<br />
* 표고 : 395m 비고 : 140m 둘레 : 3,416m 면적 : 585,988㎡ 저경 : 979m<br>",각시바우오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63575,
